station_name,bus_board_total,bus_alight_total,bus_total_count,route_count
반포대교남단.한강시민공원입구(00027),8291,28913,37204,1
온수역(00008),2857,34309,37166,3
합정역2번출구(00048),26206,10957,37163,1
어린이대공원후문아차산역(00073),15730,21431,37161,1
잠실역.롯데월드(00081),24703,12446,37149,1
남구로역(00020),21403,15737,37140,4
노량진역3번출구(00031),5174,31963,37137,1
홍제역(중).서대문세무서(00023),25900,11218,37118,2
개봉사거리(00019),6157,30956,37113,3
유진투자증권(00039),8587,28516,37103,2
봉천사거리.봉천중앙시장(00029),15506,21577,37083,2
종로2가(00019),21710,15365,37075,1
삼선동주민센터(00016),27093,9917,37010,1
신동아리버파크(00030),5835,31174,37009,1
구로디지털단지역(중)(00015),1821,35180,37001,1
왕십리광장.왕십리역4번출구(00045),16425,20573,36998,1
씨네시티앞(00054),20271,16716,36987,1
잠실역8번출구(00019),1760,35173,36933,1
종로1가(00069),19944,16968,36912,2
성균관대운동장(00001),15717,21193,36910,1
행운동우성아파트109동앞(00010),415,36479,36894,1
한성대입구역6번출구.삼선교(00020),30164,6718,36882,1
월촌중학교.목동1단지(00021),4776,32070,36846,1
신분당선강남역(00055),24790,12040,36830,3
신림사거리.신림역(00018),9301,27500,36801,1
온수역(00010),36036,755,36791,2
연신내역.연서시장(00014),17406,19333,36739,2
경방타임스퀘어.신세계백화점(00042),31504,5227,36731,1
잠실역.롯데월드몰(00056),13669,23036,36705,1
구로디지털단지역(중)(00035),20851,15803,36654,1
만리동고개(00054),21872,14763,36635,2
광명사거리역8번출구(00014),30698,5861,36559,1
중대후문입구(00033),23549,12998,36547,1
우이교.한일병원입구(00011),23650,12852,36502,5
남산도서관.용산도서관(00063),15505,20969,36474,1
명지전문대.충암중고등학교(00033),21261,15189,36450,1
청담동주민센터(00052),18952,17474,36426,1
미아사거리역(00072),17746,18675,36421,2
국가인권위.안중근활동터(00072),22518,13799,36317,1
잠실역7번출구(00038),26603,9694,36297,1
명동.롯데영프라자(00091),14791,21497,36288,1
현대시장(00004),26684,9601,36285,1
청량리역환승센터(00035),24974,11295,36269,2
모두의학교.금천문화예술정보학교(00056),15121,21114,36235,2
신세계백화점(00021),18530,17650,36180,1
영동119안전센터(00019),18634,17513,36147,1
구로디지털단지역(00073),24930,11216,36146,1
불광역4번출구(00018),17915,18196,36111,1
명지대(00007),35192,912,36104,1
논현역(00053),22281,13812,36093,2
상도역1번출구(00006),12064,24018,36082,1
약수지구대(00014),31190,4883,36073,1
종로3가.탑골공원(00029),13021,23050,36071,2
청량리역환승센터(00045),27448,8548,35996,1
화랑대역2번출구(00026),8137,27850,35987,1
청량리역환승센터(00018),18224,17761,35985,1
잠실역.잠실대교남단(00080),11552,24425,35977,1
흑석자이.흑석한강센트레빌2차(00003),35625,344,35969,1
약수맨션.약수당약국(00033),1086,34881,35967,1
쌍문역(00014),9002,26950,35952,1
천호역3번출구.현대백화점(00084),22337,13604,35941,1
청담동주민센터(00070),18064,17866,35930,1
청량리역환승센터(00069),11873,23953,35826,1
푸르지오211동(00002),35533,274,35807,2
롯데백화점미아점(00016),18813,16994,35807,1
가천대역.가천대학교(00020),23692,12111,35803,2
청량리역환승센터(00064),20327,15454,35781,1
상계역3번출구(00008),30745,4975,35720,1
성남시의료원.신흥1동행정복지센터.성남아트리움(00014),19735,15975,35710,2
서대문역사거리(00034),17774,17935,35709,2
수서역6번출구(00097),30005,5701,35706,1
고려대학교앞(00087),25892,9752,35644,1
신대방삼거리(00067),20791,14844,35635,2
길음역3번출구B(00068),29876,5735,35611,1
상도터널상도동(00030),17778,17760,35538,2
노량진역3번출구(00038),776,34704,35480,1
숙대입구역(00042),18827,16646,35473,3
여의도역6번출구(00064),34036,1389,35425,1
화곡역4번출구(00032),22129,13286,35415,1
국회의사당(00054),4863,30535,35398,1
개봉역(00006),19930,15454,35384,3
잠실역.롯데월드(00058),26006,9367,35373,2
도봉산역(00027),19694,15679,35373,1
상명대정문(00001),16166,19179,35345,1
교대역6번출구(00025),32743,2577,35320,1
역삼역6번출구(00085),17926,17394,35320,1
서울대입구역2번출구(00074),1657,33654,35311,1
인덕원사거리.인덕원역(00102),23174,12132,35306,1
종암경찰서(00022),19724,15564,35288,3
관악구보훈회관.신림푸르지오(00075),19095,16183,35278,3
잠실역1번.11번출구(00047),26464,8784,35248,1
서울대학교병원현관.암병원현관(00017),13879,21368,35247,1
시흥사거리.대명시장(00024),18497,16744,35241,1
신용산역3번출구(00022),18501,16717,35218,1
현대아파트.개봉중앙시장(00020),21965,13229,35194,4
청량리역환승센터(00050),34100,1090,35190,1
돈암사거리.성신여대입구(00118),22093,13095,35188,1
용답동.로데오거리.답십리역(00075),24623,10563,35186,1
경복궁역1번출구(00016),20306,14868,35174,1
동대문역.흥인지문(00037),12456,22717,35173,4
중앙대정문(00008),31196,3967,35163,1
수유2동주민센터우이시장(00009),29899,5259,35158,2
영등포구청(00031),21893,13251,35144,1
당곡역.보라매공원.보라매병원(00084),21319,13822,35141,2
서울미술고.인헌중고(00061),11370,23711,35081,2
낙생육교(00023),27507,7546,35053,1
개봉역.림괄아파트(00022),22034,13013,35047,1
국민대앞(00036),34956,85,35041,1
수유역.강북구청(00015),19670,15369,35039,1
송파경찰서.오금역(00053),16348,18678,35026,2
신도림역(00024),9218,25801,35019,1
석촌고분역(00072),17991,17014,35005,2
수서역5번출구.이마트앞(00012),8055,26931,34986,2
역삼역6번출구(00048),10544,24439,34983,1
고속터미널(00038),27159,7822,34981,1
북한산보국문역1번출구(00032),26710,8267,34977,2
순천향대학병원(00044),18802,16162,34964,2
서대문역3번출구(00028),24600,10362,34962,1
삼각지역.전쟁기념관(00038),27559,7364,34923,2
대동초등학교.명지성모병원(00037),10165,24756,34921,3
상봉역3번출구(00010),24013,10897,34910,2
개봉한진아파트.기점(00001),34696,190,34886,1
남산예장버스환승주차장(00008),14958,19902,34860,1
지하철2호선강남역(00036),8941,25909,34850,1
동대문구청.용신동주민센터(00061),8658,26163,34821,1
합정역(00021),18531,16277,34808,1
숙대입구역(00044),23535,11260,34795,2
공덕역(00046),14759,20015,34774,2
종로6가.동대문종합시장(00038),12783,21975,34758,2
국민대학교앞(00026),11050,23691,34741,1
상계역3번출구(00082),5275,29430,34705,1
명지대사거리(00048),11622,23060,34682,1
지하철2호선강남역(00037),18897,15753,34650,1
여의도환승센터(00061),17584,17038,34622,1
동원산업(00019),2587,31996,34583,1
양천공영차고지(00001),33722,829,34551,13
신도림역(00073),13543,20990,34533,1
외대앞역(00011),23493,11007,34500,1
상계역1번출구(00004),21604,12888,34492,1
삼전역(00038),16599,17855,34454,3
관악구청(00018),24786,9661,34447,1
양강중학교(00007),10150,24296,34446,3
우장산역4번출구(00057),20094,14344,34438,1
사당역(00057),25959,8478,34437,1
외대역앞(00018),12916,21514,34430,1
광명사거리역8번출구(00016),29612,4792,34404,2
강남성심병원.대림성모병원(00068),15923,18463,34386,2
녹번역(00024),13418,20930,34348,4
포스코빌딩(00076),8362,25966,34328,1
화양사거리(00086),16697,17630,34327,3
JYP엔터테인먼트.윤선생영어교실(00039),20212,14107,34319,2
청량리역환승센터(00043),6978,27336,34314,3
양재2동주민센터.양재꽃시장(00006),20825,13437,34262,3
장지역2번출구(00012),6801,27446,34247,3
상암DMC홍보관.YTN(00068),24458,9763,34221,2
번동초교.솔그린APT.하나은행(00040),33181,1039,34220,1
흑석역.흑석동빗물펌프장(00039),30470,3745,34215,1
석촌호수.한솔병원(00008),21857,12355,34212,3
신길역1번출구(00018),2702,31494,34196,1
용산역(00077),23998,10136,34134,1
가양역8번출구.마포중고교(00045),26838,7245,34083,1
신촌오거리.현대백화점(00043),16785,17292,34077,2
중계1동주민센터(00007),32659,1400,34059,1
성북구청.성북경찰서(00027),16270,17778,34048,2
합정역1번출구(00025),30778,3246,34024,1
석촌역.잠실한솔아파트(00073),13700,20323,34023,2
염창역.서울도시가스(00026),14855,19155,34010,3
동대문역사문화공원역8번출구(00062),27814,6177,33991,1
상도터널상도동(00013),5832,28154,33986,1
의료원입구사거리(00003),227,33744,33971,1
신정네거리역(00010),14439,19530,33969,2
신설동역1번출구(00017),28871,5069,33940,1
도봉산역(00087),16418,17501,33919,2
수유역.강북구청(00067),17962,15954,33916,1
흑석한강센트레빌2차.흑석자이(00041),992,32900,33892,1
국민대학교앞(00075),16898,16992,33890,1
신사역.푸른저축은행(00068),16788,17073,33861,2
수서역5번출구(00050),9949,23898,33847,1
성신여대입구역6번출구(00068),19530,14311,33841,2
신도림역(00046),22307,11523,33830,1
마포역(00053),17348,16478,33826,1
롯데백화점(00026),31437,2385,33822,1
시흥동은행나무.은행나무시장(00002),33529,280,33809,5
금천우체국(00072),14088,19694,33782,2
청담동주민센터(00041),19479,14291,33770,1
상도노빌리티(00015),19613,14137,33750,2
인덕원역3번출구(00024),15662,18074,33736,1
선유도역1번출구.한신아파트(00018),5007,28711,33718,1
구로119안전센터(00023),23258,10454,33712,3
가락시장.가락시장역(00015),15487,18212,33699,4
홍대입구역1번출구(00087),22332,11294,33626,1
순천향대학병원(00028),3430,30183,33613,1
서울역버스환승센터(00059),28101,5497,33598,2
학동역(00044),19813,13768,33581,1
한성대입구역.성북천분수마루(00007),3651,29887,33538,1
공덕역(00081),13613,19910,33523,1
종로2가(00042),18061,15453,33514,3
강서초등학교.신월4동주민센터(00005),31543,1945,33488,3
신도봉사거리(00005),24823,8633,33456,6
미아사거리역.롯데백화점(00012),32361,1081,33442,1
서울기독대학교입구(00020),23268,10159,33427,2
대신시장(00024),17174,16249,33423,2
역삼역.포스코타워역삼(00072),8984,24438,33422,1
더현대서울(00030),21900,11521,33421,1
성촌마을입구(00037),12752,20641,33393,1
금정역(00099),24606,8777,33383,1
신도림역(00027),9001,24377,33378,4
안국역6번출구.인사동문화의거리(00064),19514,13843,33357,1
신내데시앙아파트.신내역프라디움(00003),32128,1214,33342,7
종암동주민센터(00025),18946,14385,33331,2
국립극장.반얀트리호텔(00025),18102,15213,33315,1
녹번역(00072),3751,29557,33308,1
봉은사역3번출구.삼성1파출소(00067),22132,11149,33281,1
용산꿈나무종합타운(00016),23554,9723,33277,2
농협앞(00053),17368,15906,33274,1
중앙보훈병원역3번출구(00090),29198,4065,33263,1
후암동종점(00009),23352,9892,33244,1
서울역버스환승센터(00020),6303,26891,33194,1
숙대입구역(00029),9163,24018,33181,1
독산3동주민센터(00014),23117,10052,33169,4
노천강당(00015),2697,30466,33163,1
거여역5번출구(00070),21164,11987,33151,1
을지로2가.기업은행본점.서울노동청(00028),12285,20846,33131,2
종암경찰서(00021),17698,15430,33128,2
4.19민주묘지역(00007),25619,7497,33116,5
지하철7호선중화역(00035),17577,15531,33108,3
종합시장.세이브마트(00021),21204,11887,33091,1
독산역(00026),29598,3476,33074,1
응봉사거리(00067),15430,17637,33067,3
건대입구역사거리.건대병원(00024),18983,14065,33048,1
종로6가.동대문종합시장(00029),17378,15650,33028,2
양재역.종합복지관(00014),28356,4668,33024,1
용산2가동주민센터.보성여중고(00065),18222,14801,33023,1
연희동대우아파트(00038),11312,21675,32987,1
까치산역4번출구(00113),19420,13539,32959,1
현대아파트(00064),18260,14692,32952,1
중앙보훈병원역2번출구(00022),4497,28415,32912,1
동교동삼거리(00028),17242,15659,32901,2
어린이대공원후문아차산역(00037),16225,16673,32898,1
봉천사거리.위버폴리스(00021),19040,13834,32874,1
광흥창역.서강동주민센터(00063),9457,23383,32840,1
방송통신대.이화장(00064),10809,22001,32810,4
봉은사.삼성1파출소앞(00044),10434,22372,32806,2
관악구청(00011),1806,30999,32805,1
홍대입구역1번출구(00045),18753,14048,32801,1
신사역8번출구.가로수길(00045),16228,16571,32799,1
신분당선강남역(00017),14512,18284,32796,1
수유역(00019),26579,6215,32794,1
연희104고지앞.궁동근린공원(00055),20134,12656,32790,2
현대아파트(00024),29370,3411,32781,2
노원역1번출구(00050),14228,18550,32778,1
청량리역환승센터(00019),18027,14732,32759,1
연신내역.로데오거리(00006),11663,21094,32757,3
염창역.서울도시가스(00059),15845,16873,32718,1
돈암사거리.성신여대입구(00043),21854,10829,32683,3
동대문역.흥인지문(00030),16118,16558,32676,2
잠실역.롯데월드몰(00070),11872,20802,32674,1
마포역(00027),11317,21355,32672,1
예림디자인고.오류고.서울공연예술고(00004),30399,2263,32662,4
돈암사거리.성신여대입구(00054),22221,10418,32639,1
이대후문(00059),21495,11115,32610,1
시청앞.덕수궁(00018),6074,26535,32609,1
미아역.신일중고(00015),21153,11452,32605,2
동묘앞.서울혜화경찰서(00036),10103,22499,32602,3
아차산역2번출구(00018),21462,11135,32597,1
건영아파트(00016),21493,11070,32563,2
청림동푸르지오아파트121동앞(00001),26852,5706,32558,1
성대시장(00025),18376,14175,32551,1
총신대입구역.남성사계시장입구앞(00072),15270,17279,32549,1
지하철2호선강남역(00056),23399,9138,32537,3
지하철7호선면목역(00008),25430,7095,32525,2
대방역(00053),6746,25778,32524,2
종로3가.탑골공원(00059),11134,21379,32513,1
안암역3번출구(00086),19422,13079,32501,1
여의도역5번출구(00065),5926,26530,32456,1
순천향대학병원(00060),27698,4754,32452,1
돈암사거리.성신여대입구(00008),9671,22778,32449,1
석계역1번출구B(00040),16802,15645,32447,1
대림역12번출구(00036),15813,16615,32428,2
우면주공아파트.양재1동주민센터(00010),22848,9570,32418,1
창경궁.서울대학교병원(00026),21469,10944,32413,3
디지털3단지사거리(00017),25128,7279,32407,1
종로3가.탑골공원(00018),17305,15077,32382,1
개봉역(00081),5912,26463,32375,1
창동역1번출구(노원방면)(00016),20745,11623,32368,1
구로시장(00021),12080,20244,32324,4
강동역(00076),21784,10535,32319,1
영등포시장역4번출구(00066),15103,17216,32319,1
한국무역센터.삼성역(00016),20434,11881,32315,2
길음뉴타운(00088),14792,17491,32283,2
압구정역4번출구(00041),21533,10732,32265,1
상도4동성문교회.상도어울마당(00001),18513,13737,32250,1
청량리수산시장(00052),18763,13484,32247,3
용암초등학교입구.이태원주공아파트(00089),13233,18987,32220,1
신논현역.구교보타워사거리(00069),28775,3436,32211,2
숭실대입구역(00025),20507,11701,32208,1
사당역(00047),7916,24271,32187,1
영등포역(00076),23250,8919,32169,1
목동역5번출구(00026),14688,17473,32161,2
